625,568,625,558,652,558,652,568,
204,575,204,546,278,546,278,575,
645,557,649,546,670,555,665,565,
608,557,640,540,647,554,615,570,
4,521,4,504,93,505,93,523,
2,495,2,479,95,481,94,497,
709,458,748,449,758,491,719,500,
86,470,86,451,106,451,106,470,
64,452,87,452,87,468,64,468,
2,468,3,449,41,451,40,469,
41,469,43,449,65,451,63,471,
59,444,59,424,98,424,98,444,
18,444,19,423,57,425,56,446,
57,421,57,400,96,400,96,421,
691,409,736,394,746,425,701,440,
27,420,28,398,57,400,56,422,
58,398,58,377,76,377,76,398,
756,366,756,355,784,355,784,366,
30,370,30,341,76,341,76,370,
669,357,727,334,742,373,685,396,
75,370,76,340,120,341,119,371,
764,323,764,311,779,311,779,323,
744,322,744,311,764,311,764,322,
79,336,79,302,145,303,144,337,
20,302,77,302,77,338,20,338,
666,305,703,291,716,326,679,340,
703,255,703,227,736,227,736,255,
734,225,771,225,771,257,734,257,
655,220,684,203,689,212,660,229,
86,213,86,204,156,205,156,214,
578,202,579,192,644,197,644,206,
537,200,539,189,567,192,565,203,
523,200,523,188,538,188,538,200,
499,198,500,186,524,188,523,200,
488,197,488,186,501,186,501,197,
467,197,467,185,485,185,485,197,
440,196,441,185,468,187,467,198,
409,194,410,183,438,185,437,197,
388,194,388,182,410,182,410,194,
367,193,368,181,389,182,388,194,
352,193,352,180,369,180,369,193,
175,186,175,180,233,182,233,187,
651,189,652,177,675,179,674,191,
271,189,271,178,352,179,352,190,
631,188,631,178,648,178,648,188,
73,184,73,177,140,179,140,186,
600,185,601,174,627,176,627,187,
462,179,463,167,497,168,496,180,
430,176,430,165,455,166,454,178,
388,174,389,163,423,165,422,176,
330,171,330,160,385,163,385,174,
309,172,309,159,329,159,329,172,
281,170,281,159,309,160,309,171,
508,165,509,154,534,156,533,167,
489,164,490,153,510,154,509,166,
471,162,471,152,486,152,486,162,
436,161,437,152,470,153,470,162,
616,159,617,143,666,146,665,162,
556,155,557,140,613,144,612,158,
493,150,494,135,553,138,552,154,
448,148,449,134,489,136,489,150,
409,146,409,130,445,132,445,148,
366,144,367,128,405,130,405,146,
287,140,287,125,363,129,362,144,
503,129,505,100,649,110,647,139,
317,118,319,88,482,98,481,127,
480,88,482,67,625,78,624,99,
339,81,341,56,462,61,461,87,
131,66,132,52,237,57,237,71,
