243,188,243,179,258,179,258,188,
226,188,226,179,242,179,241,188,
175,188,175,179,191,179,191,188,
208,188,208,178,225,178,225,188,
157,187,157,178,174,178,174,187,
192,187,193,177,204,178,204,188,
383,113,384,106,434,108,434,115,
342,112,342,106,378,107,378,113,
313,113,313,104,338,105,338,113,
180,110,180,100,207,101,207,110,
151,109,151,101,176,101,176,109,
130,109,130,100,149,100,149,109,
100,107,100,99,124,99,124,107,
60,107,60,98,96,98,96,108,
39,108,39,97,57,97,57,108,
214,100,215,68,256,69,255,101,
147,92,148,68,208,70,207,94,
260,95,262,68,289,70,287,97,
368,96,368,66,408,67,407,97,
324,97,324,66,362,66,362,97,
65,91,66,63,141,64,141,92,
291,97,293,61,319,62,318,98,
187,64,187,55,210,56,209,65,
114,63,114,55,138,55,138,63,
159,62,159,54,183,55,182,63,
141,63,141,53,156,53,156,63,
83,60,83,52,110,52,110,60,
41,60,41,52,78,52,78,60,
167,51,168,44,212,45,212,53,
129,50,129,43,162,45,161,52,
80,50,80,42,124,43,123,51,
41,42,75,42,75,49,41,49,
