61,381,61,375,85,375,85,381,
47,380,47,376,62,376,62,380,
88,374,104,374,104,382,88,382,
367,371,367,360,588,361,588,372,
184,370,184,359,300,359,300,371,
310,371,310,358,359,359,359,371,
114,371,114,358,175,358,175,371,
47,352,102,352,103,374,47,374,
358,273,432,273,432,284,358,284,
106,287,106,272,148,272,148,287,
247,286,247,272,265,272,265,286,
204,287,204,271,242,271,242,288,
151,285,151,272,173,272,173,285,
64,287,64,271,103,272,102,287,
0,285,0,272,22,272,22,285,
334,286,334,271,355,271,355,286,
290,285,290,271,317,272,316,286,
177,286,177,271,202,271,202,286,
24,285,24,271,55,271,55,285,
489,286,489,271,524,271,524,286,
529,271,575,270,575,283,529,284,
460,287,460,269,488,269,488,287,
267,269,289,269,289,286,267,286,
459,264,459,258,466,258,466,264,
424,266,424,254,451,255,451,267,
469,267,469,254,489,254,489,267,
447,265,452,252,461,256,457,268,
506,267,506,253,528,253,528,267,
538,266,538,252,563,252,563,266,
389,248,390,232,420,233,420,249,
424,233,447,233,447,245,424,245,
360,246,360,232,387,233,387,247,
220,246,221,233,242,233,242,247,
467,245,467,232,494,232,494,245,
537,245,537,231,566,231,566,245,
448,245,449,232,466,233,465,246,
336,247,336,231,359,231,359,247,
509,245,509,231,532,231,532,245,
494,233,502,233,502,245,494,245,
173,247,173,230,191,230,191,247,
193,246,193,229,219,230,219,246,
143,247,143,229,171,229,171,247,
98,245,98,229,141,229,141,245,
73,246,73,230,95,230,95,246,
1,244,2,229,43,230,43,245,
46,248,46,228,71,228,71,248,
245,223,245,208,291,208,291,223,
419,207,464,206,464,224,419,225,
177,223,177,206,243,206,243,223,
384,224,384,205,416,205,416,224,
342,224,342,205,380,205,380,224,
329,224,329,207,341,207,341,224,
151,224,152,203,174,204,173,225,
115,224,115,202,150,202,150,224,
293,225,293,201,328,201,328,225,
143,174,146,158,170,162,167,179,
369,142,544,142,544,199,369,200,
20,196,20,138,128,138,128,196,
185,134,308,133,309,196,186,197,
384,110,444,110,444,130,384,130,
294,109,378,109,379,130,294,131,
140,131,140,107,216,107,216,131,
221,131,221,106,287,106,287,131,
55,54,55,48,90,48,90,54,
92,55,92,47,107,47,107,55,
55,28,107,26,108,48,55,49,
