366,367,366,357,397,357,397,367,
137,190,160,190,160,198,138,199,
107,200,107,190,124,190,124,200,
124,200,124,189,137,189,137,200,
186,198,186,189,201,189,201,198,
161,199,161,189,173,189,173,199,
173,198,173,188,186,188,186,198,
114,188,114,183,128,183,128,188,
128,188,128,182,136,182,136,188,
137,182,154,180,154,188,138,189,
181,187,181,180,197,180,197,187,
165,187,165,180,181,180,181,187,
154,187,154,180,164,180,164,187,
14,167,14,162,24,163,24,167,
20,157,20,149,32,150,31,158,
0,150,7,150,7,157,0,157,
393,156,393,150,400,150,400,156,
378,156,378,150,392,150,392,156,
9,157,9,149,20,149,20,157,
15,150,15,141,34,141,34,150,
386,148,386,141,400,141,400,148,
0,150,0,140,13,140,13,150,
378,149,378,141,385,141,385,149,
172,137,172,132,183,132,183,137,
136,137,136,132,152,132,152,137,
124,132,134,132,134,137,124,137,
304,138,304,131,334,131,334,138,
162,137,162,131,172,131,172,137,
85,129,85,108,132,108,132,129,
276,125,277,106,329,108,328,127,
134,126,134,108,146,108,146,126,
240,127,240,103,274,103,274,127,
174,103,237,103,237,125,174,125,
147,126,147,100,170,100,170,126,
124,96,124,89,158,89,158,96,
162,98,162,87,185,87,185,98,
267,98,267,86,289,86,289,98,
187,88,195,88,195,98,187,98,
243,86,264,85,265,98,244,99,
211,98,212,85,242,86,241,99,
196,86,210,86,210,98,196,98,
