49,459,49,437,83,437,83,459,
50,420,52,407,78,410,77,423,
554,316,554,303,599,303,599,316,
102,318,102,302,151,302,151,318,
602,315,602,302,745,302,745,315,
350,317,350,301,405,302,405,318,
217,318,217,302,237,302,237,318,
293,317,293,299,345,300,345,318,
240,319,240,301,257,301,257,319,
40,316,40,301,98,301,98,316,
21,317,21,301,39,301,39,317,
258,300,290,299,291,318,259,319,
156,316,156,299,218,300,218,317,
285,259,285,231,343,231,343,259,
343,231,397,216,404,241,351,256,
403,208,480,193,486,225,409,240,
75,171,75,151,137,153,136,173,
38,168,40,148,71,150,70,170,
65,149,65,131,120,133,119,151,
690,129,742,126,743,145,691,148,
237,168,526,103,536,151,247,215,
638,146,640,123,685,127,683,150,
67,129,68,112,122,114,121,132,
686,124,686,106,730,106,730,124,
552,107,552,90,567,90,567,107,
125,87,126,64,185,67,184,90,
277,53,380,51,380,78,277,79,
200,49,268,49,268,83,200,83,
556,79,558,40,659,44,657,83,
389,80,389,40,467,40,467,80,
474,41,549,40,549,77,474,77,
