1481,1844,1543,1844,1543,1862,1481,1862,
1559,1858,1559,1840,1616,1840,1616,1858,
4052,1680,4136,1674,4138,1694,4053,1700,
4002,1627,4071,1619,4078,1682,4008,1689,
4062,1680,4062,1616,4135,1616,4135,1680,
2329,1161,2329,1099,2443,1099,2443,1161,
2192,1171,2195,1095,2318,1100,2314,1176,
2463,1100,2708,1096,2709,1154,2464,1158,
2809,1090,2932,1087,2934,1150,2810,1153,
2942,1156,2942,1083,3022,1083,3022,1156,
2722,1154,2722,1083,2805,1083,2805,1154,
3202,1083,3365,1083,3365,1136,3202,1136,
3056,1143,3056,1083,3143,1083,3143,1143,
3381,1131,3381,1079,3504,1079,3504,1131,
1461,1044,1461,651,2610,651,2610,1044,
1368,706,1370,611,1589,616,1587,710,
594,689,595,609,999,615,998,695,
1136,704,1136,606,1337,606,1337,704,
217,702,218,597,467,601,465,706,
