555,354,555,334,566,334,566,354,
150,329,162,323,165,330,153,335,
554,332,554,312,568,312,568,332,
555,310,555,295,570,295,570,310,
558,259,560,243,578,244,576,261,
557,237,557,214,576,214,576,237,
560,214,560,187,578,187,578,214,
590,182,590,174,600,174,600,182,
563,172,563,161,596,161,596,172,
261,159,261,147,284,147,284,159,
242,161,242,147,262,147,262,161,
284,159,284,146,306,146,306,159,
305,159,305,145,332,145,332,159,
333,145,372,145,372,158,333,158,
390,157,390,144,418,144,418,157,
371,158,371,144,390,144,390,158,
573,142,600,142,600,159,573,159,
419,143,439,143,439,154,419,154,
442,142,469,141,469,153,442,154,
473,141,514,139,515,150,473,152,
171,71,441,55,445,117,174,133,
