564,410,564,400,627,401,627,410,
384,330,470,329,471,361,384,362,
383,290,460,289,460,308,383,310,
226,155,226,143,261,143,261,155,
0,153,1,142,22,143,21,155,
135,156,136,139,184,141,184,158,
265,153,265,140,286,140,286,153,
103,157,103,140,130,140,130,157,
29,153,29,140,59,140,59,153,
190,154,190,140,221,140,221,154,
473,139,592,138,592,154,473,154,
64,154,64,138,98,138,98,154,
409,137,444,137,444,157,409,157,
342,138,387,137,388,154,342,154,
380,137,409,136,409,154,381,155,
97,51,297,51,297,120,97,120,
308,49,479,42,483,126,311,133,
108,39,109,19,202,21,201,41,
