123,590,124,572,177,573,176,591,
88,588,88,571,118,571,118,588,
5,589,5,571,42,571,42,589,
44,591,46,569,87,572,85,594,
763,558,810,558,810,575,763,575,
813,573,814,557,858,560,857,576,
734,577,734,557,758,557,758,577,
705,576,705,557,731,557,731,576,
179,550,289,544,291,589,182,595,
96,570,98,547,135,549,133,572,
134,570,137,543,179,548,176,575,
726,450,895,446,896,473,726,477,
514,473,514,449,589,449,589,473,
595,475,595,448,684,448,684,475,
458,477,458,445,505,445,505,477,
178,466,178,445,235,445,235,466,
135,465,140,443,163,448,158,470,
344,472,344,440,410,440,410,472,
137,114,223,114,223,125,137,125,
16,125,16,114,59,114,59,125,
68,124,68,113,130,114,130,125,
792,90,793,77,857,82,856,94,
11,88,11,63,63,63,63,88,
82,59,224,59,224,93,82,93,
809,63,837,63,837,74,809,74,
802,65,802,35,841,35,841,65,
