336,324,349,324,350,329,336,329,
424,330,424,323,435,323,435,330,
409,323,424,322,424,330,409,331,
317,320,317,314,335,314,335,320,
352,320,352,314,368,314,368,320,
336,320,336,314,351,314,351,320,
438,320,438,313,456,313,456,320,
422,320,422,313,435,313,435,320,
408,320,408,313,419,313,419,320,
566,305,598,302,600,326,568,329,
489,236,518,236,518,249,489,249,
588,219,588,210,600,210,600,219,
586,210,586,200,600,200,600,210,
112,201,118,201,118,208,112,208,
75,209,75,196,111,196,111,209,
177,210,177,194,216,194,216,210,
120,195,171,193,172,210,120,212,
223,209,223,193,254,193,254,209,
279,194,330,192,331,204,279,206,
335,204,335,192,369,192,369,204,
372,204,372,191,398,191,398,204,
402,203,402,190,428,190,428,203,
438,202,438,190,472,190,472,202,
476,201,476,189,511,189,511,201,
514,188,542,187,543,200,515,201,
133,123,227,122,228,179,134,180,
66,182,73,119,132,125,125,188,
232,122,304,119,308,187,236,191,
311,120,394,116,397,173,314,177,
401,112,529,101,535,172,407,183,
129,90,223,88,224,120,130,122,
375,90,453,87,454,113,376,116,
235,118,235,86,318,86,318,118,
326,88,368,84,371,117,328,120,
