8,376,35,375,36,395,9,396,
372,360,417,360,417,383,372,383,
61,369,61,363,85,363,85,369,
88,370,88,362,104,362,104,370,
47,367,47,363,62,363,62,367,
470,348,520,348,520,362,470,362,
526,359,526,348,563,348,563,359,
568,359,568,347,588,347,588,359,
184,358,184,347,299,347,299,358,
114,358,114,347,176,347,176,358,
366,358,366,347,418,347,418,358,
310,359,310,346,359,347,359,359,
422,360,422,344,465,346,464,362,
46,340,103,339,103,362,46,363,
10,307,25,305,26,316,11,317,
28,303,53,300,54,311,30,314,
55,299,75,297,76,310,56,312,
77,307,77,293,93,293,93,307,
0,303,0,294,7,294,7,303,
7,302,9,290,17,292,15,304,
15,292,30,290,32,301,17,303,
96,293,129,288,131,300,98,304,
32,288,56,285,58,296,33,299,
133,287,155,284,156,297,135,299,
156,284,171,281,174,294,159,296,
60,283,89,279,91,290,61,295,
92,290,92,278,106,278,106,290,
177,278,203,276,204,292,179,295,
205,289,206,276,212,277,211,289,
106,275,127,272,129,285,108,288,
129,274,157,270,158,279,131,283,
321,255,339,254,341,270,322,272,
342,269,342,254,358,254,358,269,
360,251,393,247,395,264,362,268,
398,245,428,242,430,260,400,263,
432,240,453,238,455,254,434,256,
132,237,165,235,167,258,134,261,
323,240,357,235,359,248,324,253,
457,235,485,231,487,250,459,253,
165,228,219,219,223,243,169,252,
222,223,258,217,262,236,225,242,
72,188,171,169,180,220,82,239,
177,161,341,127,351,178,188,213,
113,142,169,127,177,159,121,174,
172,124,261,100,270,134,181,158,
266,97,325,84,333,120,274,133,
68,42,106,42,106,48,68,48,
56,22,106,21,107,44,56,45,
