1179,2004,1179,1963,1230,1963,1230,2004,
427,1933,658,1933,658,2027,427,2027,
1234,1924,1438,1924,1438,2029,1234,2029,
819,2026,821,1926,1021,1929,1019,2029,
1867,2020,1867,1920,2178,1920,2178,2020,
1040,2032,1040,1922,1170,1922,1170,2032,
674,2032,674,1922,805,1922,805,2032,
1650,1910,1842,1910,1842,2013,1650,2013,
1520,2020,1520,1910,1634,1910,1634,2020,
2806,1912,3184,1908,3184,1980,2807,1984,
3522,1972,3522,1906,3902,1906,3902,1972,
3249,1909,3491,1900,3494,1971,3251,1980,
3714,1876,3714,1816,3912,1819,3911,1879,
3255,1881,3255,1808,3518,1808,3518,1881,
3510,1811,3682,1806,3683,1877,3512,1881,
2793,1873,2793,1805,3196,1808,3195,1876,
1343,1570,1344,1347,2800,1353,2799,1576,
4056,993,4164,987,4171,1130,4063,1136,
966,1293,968,493,3220,499,3218,1299,
