139,297,139,279,181,279,181,297,
352,294,352,277,385,277,385,294,
185,297,185,276,219,276,219,297,
223,294,223,276,263,276,263,294,
314,293,314,275,349,275,349,293,
267,275,310,275,310,293,267,293,
389,293,389,274,421,274,421,293,
65,204,65,198,124,198,124,204,
127,204,127,197,153,197,153,204,
46,204,46,197,61,197,61,204,
154,204,154,196,173,196,173,204,
433,201,433,195,449,195,449,201,
450,200,450,194,468,194,468,200,
472,194,510,194,510,199,472,199,
237,176,293,175,293,198,237,198,
50,194,50,173,151,173,151,194,
367,190,367,171,443,171,443,190,
344,172,358,172,358,192,344,192,
164,195,164,169,229,169,229,195,
301,195,301,165,340,165,340,195,
453,165,512,164,512,190,453,191,
105,169,105,160,125,160,125,169,
49,168,49,160,80,160,80,168,
133,168,133,160,151,160,151,168,
82,168,82,160,103,160,103,168,
196,168,196,159,215,159,215,168,
178,159,191,159,191,168,178,168,
154,168,154,159,172,159,172,168,
217,158,244,158,244,168,217,168,
