548,377,561,377,561,383,548,383,THIẾT
535,377,548,377,548,383,535,383,THÂN
39,381,39,376,49,376,49,381,GAO
523,373,532,373,532,380,523,380,THẺ
512,380,512,373,523,373,523,380,LÀM
548,378,548,371,562,371,562,378,HÀNG
533,378,533,371,549,371,549,378,KHÁCH
522,361,522,357,549,357,549,361,SOONHANG
512,362,512,357,523,357,523,362,CHO
511,350,548,350,548,356,511,356,TẶNGTHƯƠUĐẠI
549,356,549,349,559,349,559,356,10
522,342,522,336,532,336,532,342,MỞ
510,342,510,336,523,336,523,342,ĐẦU
549,343,549,336,561,336,561,343,PHÍ
532,342,532,336,548,336,548,342,MIÊN
536,335,536,329,551,329,551,335,SẠCH
526,329,535,329,535,334,526,334,RAU
510,329,525,329,525,334,510,334,TẶNG
549,325,549,320,564,320,564,325,2017
503,316,503,305,562,305,562,316,OPENING
506,281,522,279,523,287,507,290,SÓI
522,279,543,276,544,284,523,287,BIỂN
109,278,109,273,116,273,116,278,01
98,278,98,273,108,273,108,278,LKB
172,277,172,272,188,272,188,277,LKG-B
214,267,214,258,225,258,225,267,ỘI
224,266,224,258,245,258,245,266,BIỂN
49,257,50,251,69,254,68,260,TÙNGHỒNG
274,216,306,216,306,228,274,228,Rau
201,230,201,216,239,216,239,230,Séng
164,216,195,216,195,230,164,230,Gạo
410,228,410,215,439,215,439,228,Mơ,
376,230,376,215,407,215,407,230,Đậu
309,227,309,215,341,215,341,227,Hữu
119,228,120,214,159,216,159,230,Tặng
345,228,346,214,371,216,370,229,Cơ
244,228,245,214,269,215,268,229,Cù,
508,214,572,214,572,226,508,226,Đãi10%
444,227,444,214,474,214,474,227,Thẻ
477,227,477,213,502,213,502,227,Ưu
237,208,237,189,304,189,304,208,KHAI
148,207,148,186,226,187,226,208,BỪNG
58,208,58,186,135,186,135,208,TƯNG
316,187,429,186,429,205,317,206,TRƯƠNG
439,208,439,185,481,185,481,208,CƠ
602,207,602,184,633,184,633,207,15
535,184,592,182,592,206,536,207,THỨ
487,208,487,181,526,181,526,208,SỞ
118,165,138,165,138,175,118,175,SH3
89,175,89,165,110,165,110,175,LK6
559,163,599,163,599,173,559,173,0931112
600,173,600,163,618,163,618,173,661
361,175,361,159,394,159,394,175,hàng
400,173,400,158,428,158,428,173,thực
334,158,358,158,358,172,334,172,cửa
293,171,293,158,330,158,330,171,Chuổi
472,172,472,157,501,157,501,172,sạch
432,158,468,157,468,171,432,172,phẩm
675,145,691,134,698,146,682,156,SÓI
691,136,712,126,717,136,696,146,BIỂN
295,152,295,109,377,109,377,152,SỐI
389,107,495,104,497,149,390,153,BIỂN
