44,410,81,400,84,409,47,420,GIRLO
31,391,81,381,85,399,35,410,GOOI
267,108,267,88,306,88,306,108,ĐỢI
312,106,312,84,354,86,353,107,LÂU
300,80,300,63,373,65,372,82,KHÁCH
248,84,248,61,291,61,291,84,QUÝ
477,58,498,45,502,52,482,65,Winh
329,60,329,42,358,43,357,61,ĐỂ
294,60,294,40,324,40,324,60,ĐÃ
267,59,267,38,290,38,290,59,VÌ
499,42,511,34,516,42,505,50,CÁC
509,37,523,23,530,30,516,44,LOẠI
471,40,493,21,504,32,481,52,PLANTINA
267,36,267,19,305,19,305,36,XIN
310,36,311,16,348,17,348,37,LỖI
524,21,543,6,550,15,532,31,BÌNH
547,15,547,0,559,0,559,15,XÃN
