826,306,861,305,861,321,826,322,NTEA
652,318,652,305,764,305,764,318,G0948.354455
555,320,555,302,577,302,577,320,ÂN
868,301,917,299,917,320,869,321,NGUYỄN
527,320,527,299,555,299,555,320,TÂN
802,274,813,274,813,281,802,281,-
474,283,475,262,558,263,557,285,THACH
860,260,912,259,913,289,860,290,RÁN
751,259,796,259,796,290,751,290,VẶT
818,288,818,259,855,259,855,288,GÀ
567,285,567,259,619,259,619,285,NHÀ
709,287,709,258,746,258,746,287,ĂN
628,285,628,256,681,256,681,285,LÀM
368,280,368,260,406,260,406,280,FRA
415,284,415,255,466,256,466,285,SỮA
744,215,803,214,803,249,745,251,QUE
631,245,631,218,656,218,656,245,&
669,250,669,208,738,208,738,250,XIÊN
500,206,556,205,557,247,501,248,TRÀ
564,248,564,205,621,205,621,248,SỮA
183,174,183,157,252,157,252,175,NTEA
529,194,532,142,739,155,736,207,NTEA
17,57,59,57,59,64,17,64,09.11110650
16,23,60,23,60,49,16,49,IITE
